,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Employed,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTrans,WorkatHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Poverty,ChildPoverty,Unemployment
0,Alabama,Autauga County,55036,26899,28137,1485.9720000000002,41497.144,10401.803999999998,165.108,495.324,0.0,41016,55317,2838,27824,2024,24112,8511.536,4340.16,5593.984,1953.072,3713.248,20736.32,2314.752,24.112000000000002,144.672,313.456,602.8,25.8,17866.992,4870.624,1350.272,24.112000000000002,7539.932,11062.236,2861.8720000000003
1,Alabama,Baldwin County,203360,99527,103833,8947.840000000002,168992.16,19319.2,1626.88,1423.52,0.0,155376,52562,1348,29364,735,89527,31961.139000000003,16293.913999999999,22918.912,8684.118999999999,9668.916000000001,75829.369,6804.052,89.527,716.216,984.7970000000001,5013.512,27.0,72248.289,11548.983,5640.201,89.527,23996.48,32740.960000000006,11184.8
2,Alabama,Barbour County,26201,13976,12225,1100.442,11973.857000000002,12524.077999999998,52.40200000000001,157.206,0.0,20269,33368,2551,17561,798,8878,2219.5,1491.504,2006.428,1020.97,2139.598,7404.252,985.4580000000001,26.634,195.31600000000003,150.92600000000002,115.414,23.4,6578.597999999999,1695.698,577.07,26.634,7126.672,11764.249,3248.9240000000004
3,Alabama,Bibb County,22580,12251,10329,541.92,16844.679999999997,4967.6,90.32,0.0,0.0,17662,43404,3431,20911,1889,8171,1993.724,1438.096,1609.687,1299.189,1830.3039999999999,7059.744000000001,776.245,57.196999999999996,24.512999999999998,138.90699999999998,122.565,30.0,6209.96,1421.754,514.7729999999999,24.512999999999998,3432.16,6006.28,1851.5599999999997
4,Alabama,Blount County,57667,28490,29177,5190.03,50400.958000000006,865.005,173.00099999999998,57.66700000000001,0.0,42513,47412,2630,22021,850,21380,6093.3,2758.02,4981.54,3378.04,4169.1,18557.84,2180.7599999999998,21.38,85.52,85.52,448.98,35.0,17937.820000000003,2544.22,855.2,21.38,8996.052,14647.417999999998,2825.6830000000004
5,Alabama,Bullock County,10478,5616,4862,31.434,2263.248,7921.3679999999995,104.78,73.34599999999999,0.0,8212,29655,5376,20856,2355,4290,845.13,733.59,797.94,600.6,1312.74,3135.99,673.53,12.87,265.98,72.93,128.7,29.8,3492.06,583.44,214.5,0.0,2986.23,5280.911999999999,1267.838
6,Alabama,Butler County,20126,9416,10710,60.378,10505.771999999999,8996.322,20.126,221.38600000000002,0.0,15459,36326,2701,19004,943,7727,2078.563,1336.771,1429.495,896.332,1985.839,6459.772,973.602,0.0,69.543,69.543,154.54,23.2,6112.057,1182.231,409.531,23.180999999999997,4910.744,7003.847999999999,1529.576
7,Alabama,Calhoun County,115527,55593,59934,4158.972,83988.129,23567.507999999998,231.054,1155.27,0.0,88383,43686,1491,23638,793,47392,13743.68,8293.6,11231.903999999999,4928.768,9194.047999999999,40283.2,4360.063999999999,94.78399999999999,616.096,521.312,1516.5439999999999,24.8,35496.608,9431.008,2416.9919999999997,47.391999999999996,21488.022,30730.182,11668.226999999999
8,Alabama,Chambers County,33895,16320,17575,745.69,19048.99,13320.735,101.685,338.95,0.0,26259,37342,2011,22002,1205,14527,3530.061,1961.145,3341.21,1685.1319999999998,4009.452,12653.017,1409.119,29.054000000000002,87.16199999999999,72.635,290.54,23.6,12275.315,1714.1860000000001,537.499,0.0,6372.26,9863.445,2169.28
9,Alabama,Cherokee County,25855,12862,12993,413.68,23734.89,1292.75,129.275,25.855,0.0,20620,40041,2316,23010,1354,9879,2845.152,1462.092,1788.0990000000002,1175.601,2617.935,8397.15,1195.359,39.516000000000005,29.636999999999997,29.636999999999997,197.58,26.5,7389.491999999999,1689.3090000000002,800.199,0.0,4162.655000000001,5171.0,1370.315
10,Alabama,Chilton County,43805,21554,22251,3372.985,35219.22,4161.475,175.22,175.22,0.0,31776,43501,2877,23368,1925,17675,4471.775,2562.875,4188.975,2739.625,3711.75,14705.6,2227.05,17.675,106.05,318.15,300.475,32.5,14334.425,2474.5,795.375,70.7,8498.169999999998,12177.79,2934.935
11,Alabama,Choctaw County,13188,6277,6911,65.94,7424.843999999999,5552.148,0.0,13.188000000000002,0.0,10454,32122,2797,20994,1307,4301,1015.0360000000001,662.354,946.22,735.471,941.919,3518.218,589.237,0.0,73.117,51.611999999999995,68.816,32.7,3436.4990000000003,636.548,210.74900000000002,17.204,2940.9240000000004,4325.664,1292.424
12,Alabama,Clarke County,24625,11649,12976,49.25,13051.25,11253.625,24.625,123.125,24.625,19087,33827,2336,20765,1203,7933,1713.5280000000002,1134.419,1967.384,1086.821,2030.8480000000002,6639.920999999999,944.0269999999999,15.866000000000001,55.53099999999999,214.19100000000003,71.39699999999999,23.9,6592.322999999999,936.094,404.58299999999997,0.0,6230.125,7559.875,3743.0
13,Alabama,Clay County,13407,6471,6936,415.617,10752.414,1970.829,120.66300000000001,0.0,0.0,10332,37287,6507,21330,1553,5509,1222.998,804.314,1013.656,710.6610000000001,1757.371,4820.375,330.54,0.0,154.25199999999998,33.054,165.27,30.3,4286.002,798.805,424.19300000000004,0.0,2560.737,3150.645,858.048
14,Alabama,Cleburne County,14939,7367,7572,358.536,13848.453000000001,418.292,44.817,74.695,0.0,11329,37396,5390,20873,1251,5743,1475.951,654.702,1332.376,1033.74,1246.231,4697.773999999999,832.735,0.0,51.687,5.743,155.061,33.2,4370.423,901.651,470.926,0.0,2853.349,4631.09,1165.242
15,Alabama,Coffee County,51073,25225,25848,3421.8910000000005,36261.83,8733.483,510.73,663.9490000000001,0.0,38026,49821,1945,26216,950,21639,6837.924,3743.547,4630.746,2834.709,3613.7129999999997,18739.374,1752.759,0.0,216.39,302.94599999999997,605.8919999999999,21.7,15926.303999999998,4479.273,1211.7839999999999,21.639,8222.753,13432.199,3064.38
16,Alabama,Colbert County,54435,26143,28292,1306.44,42894.78,8655.165,381.045,272.175,0.0,42195,45477,1959,23675,816,22180,6010.78,3415.72,5766.8,2484.16,4502.54,19762.379999999997,1619.14,22.18,155.26,177.44,443.6,23.1,17322.579999999998,3570.9800000000005,1219.9,66.54,9145.08,13118.835,3756.015
17,Alabama,Conecuh County,12649,6040,6609,227.68200000000002,6362.446999999999,5856.486999999999,25.298000000000002,0.0,0.0,9812,30434,3446,16337,934,3945,627.255,777.165,958.635,504.96,1080.93,3550.5,264.315,15.78,31.56,15.78,67.065,29.6,3136.275,485.235,284.04,39.45,3339.336,4971.057,1834.105
18,Alabama,Coosa County,10955,5474,5481,10.955,7153.615,3637.0600000000004,10.955,0.0,0.0,8989,34792,3587,20342,1728,3897,685.8720000000001,904.1039999999999,923.5889999999999,565.065,814.4729999999998,3242.304,378.00899999999996,23.381999999999998,66.249,23.381999999999998,163.674,29.8,3070.836,619.623,210.43800000000002,0.0,1577.52,1960.9449999999997,1237.9150000000002
19,Alabama,Covington County,37519,18133,19386,600.304,31328.365,4877.47,112.55699999999999,150.076,0.0,29164,39467,2392,22431,830,14686,4288.312,2100.098,3260.292,2320.3880000000004,2702.2239999999997,12747.448,1262.9959999999999,29.372000000000003,161.54600000000002,220.29,279.034,25.2,11748.8,1938.552,983.962,14.686000000000002,6603.344,9379.75,4014.533
20,Alabama,Crenshaw County,13866,6786,7080,249.588,9872.592,3203.0460000000003,110.92800000000001,194.12399999999997,0.0,10551,38937,3177,21580,1212,5700,1504.8,746.7,1373.7,752.4,1328.1,4628.4,695.4,5.7,96.9,45.6,228.0,28.6,4161.0,1088.7,444.6,11.4,2440.416,3119.85,887.4240000000001
21,Alabama,Cullman County,81703,40223,41480,3431.5260000000003,75411.86899999999,898.7330000000001,326.812,490.21799999999996,0.0,62012,40997,1715,21857,729,32072,9397.096,4682.512,7504.847999999999,4490.08,5965.392000000001,28319.576,2694.048,32.072,192.43200000000002,192.43200000000002,641.44,26.5,26074.536,3816.5679999999998,2020.536,128.288,13399.292,16013.788,4738.773999999999
22,Alabama,Dale County,49393,24524,24869,3012.973,34328.135,9483.456,246.965,444.53700000000003,0.0,37173,44711,2010,23194,868,17988,5072.616,2752.164,4784.808000000001,2464.3559999999998,2896.0680000000007,15667.547999999999,1205.1960000000001,17.988000000000003,377.74800000000005,323.784,395.73600000000005,20.7,13239.167999999998,3723.5159999999996,1007.3279999999999,35.976000000000006,9681.028,13434.895999999999,5136.872
23,Alabama,Dallas County,40755,18809,21946,407.55,11289.135,28610.01,0.0,163.02,0.0,30303,30065,1775,18248,759,14461,3861.087,2631.902,3022.3489999999997,1272.5680000000002,3658.633,12523.225999999999,1287.029,28.922000000000004,245.83700000000002,202.45399999999998,173.532,22.1,11395.268,2198.0719999999997,809.8159999999999,57.84400000000001,13000.845,20173.725,5583.435
24,Alabama,DeKalb County,71194,35328,35866,10180.742,57524.752,996.7159999999999,854.328,213.582,71.194,49579,38842,2154,20020,899,28416,6734.592,4319.232,5910.528,3523.5840000000003,7956.48,24579.84,2784.7680000000005,0.0,255.74400000000003,170.49599999999998,596.7360000000001,23.2,22164.48,3438.336,2756.3519999999994,28.416000000000004,15306.71,22070.14,3630.894
25,Alabama,Elmore County,80989,39357,41632,2348.681,59445.92600000001,17169.668,242.967,485.934,0.0,61966,54981,2614,26251,957,33054,11502.792,4363.128,8693.202000000001,3635.94,4858.938,28492.548000000003,3371.508,33.054,198.32399999999998,198.32399999999998,727.188,28.0,24096.366,7073.556,1851.024,33.054,10933.515,16521.755999999998,5912.196999999999
26,Alabama,Escambia County,37621,19326,18295,827.6620000000001,22647.842,12113.962000000001,1354.356,150.484,37.621,29129,35026,2265,18164,902,12134,2984.9640000000004,2572.408,2984.9640000000004,1371.142,2220.522,11078.341999999999,849.38,12.134,36.402,60.67,97.072,22.6,9173.303999999998,2390.3979999999997,558.164,12.134,8953.798,12527.792999999998,5154.076999999999
27,Alabama,Etowah County,103132,49738,53394,3815.884,80752.356,15882.328000000001,515.66,721.924,103.132,78727,42064,1487,22278,640,41412,12299.364,7661.22,9027.815999999999,3892.728,8489.46,35117.376000000004,3809.9039999999995,124.236,248.472,289.88399999999996,1822.1280000000002,24.0,33253.836,5756.268,2277.66,82.824,18460.627999999997,29598.884,7838.031999999999
28,Alabama,Fayette County,16657,8191,8466,283.169,14158.45,1915.555,0.0,83.285,0.0,13044,36541,2175,21191,1541,6307,1829.03,1128.953,1192.023,681.1560000000001,1482.145,5310.494000000001,731.612,0.0,81.991,31.535,151.368,27.9,5020.371999999999,971.278,302.736,12.614,3014.917,4164.25,1399.188
29,Alabama,Franklin County,31507,15818,15689,5135.6410000000005,24480.939,1480.829,63.014,126.028,31.507,21935,39501,2912,19314,1021,12534,3058.296,1742.226,2644.6740000000004,1491.546,3597.258,10641.366000000002,1265.934,25.068,25.068,338.418,238.146,28.4,9839.19,1955.3039999999999,752.04,0.0,7246.61,13232.94,2583.5739999999996
30,Alabama,Geneva County,26572,13008,13564,1009.7359999999999,22320.48,2444.624,159.432,106.28800000000001,0.0,20489,39293,2810,21084,1064,10306,2360.074,1782.938,2215.79,1968.4460000000001,1989.0580000000002,8605.51,1061.518,0.0,61.83599999999999,247.34399999999997,319.48600000000005,27.2,7605.8279999999995,1700.49,968.7640000000001,30.917999999999996,5978.7,9991.072,2364.9080000000004
31,Alabama,Greene County,8533,4058,4475,102.396,1459.1430000000003,6851.999,51.198,0.0,0.0,6533,20954,3315,14197,1242,2411,537.653,433.98,624.449,221.81199999999998,593.1060000000001,1928.8,308.608,0.0,26.521000000000004,45.809,98.85099999999998,29.7,1769.6740000000002,530.42,110.90599999999999,0.0,3310.8039999999996,5785.374,1262.884
32,Alabama,Hale County,14995,7049,7946,194.935,5923.025,8802.065,29.99,29.99,0.0,11484,34679,2808,20269,1272,5252,1449.5520000000001,961.1160000000001,1202.7079999999999,577.72,1055.652,4747.808000000001,309.86800000000005,0.0,15.755999999999998,73.52799999999999,99.788,29.9,4311.892,661.752,273.10400000000004,0.0,3913.695,5653.115,1754.415
33,Alabama,Henry County,17110,8208,8902,427.75,11754.57,4756.58,0.0,0.0,0.0,13377,45569,3006,23983,1525,6949,2279.272,1320.31,1348.1059999999998,764.39,1236.922,5969.191000000001,521.175,0.0,48.642999999999994,229.31699999999998,180.674,25.6,5593.945,1021.5029999999999,333.55199999999996,6.949000000000001,2344.07,2942.92,1146.37
34,Alabama,Houston County,104108,49905,54203,3331.456,69960.576,27588.62,312.32399999999996,832.864,0.0,78486,42803,919,24781,391,44108,13717.588,8204.088,11335.756,4499.016,6307.444,39344.336,3043.452,44.108000000000004,308.756,352.86400000000003,1014.4839999999999,21.3,36124.452000000005,5337.067999999999,2558.264,88.21600000000001,19259.98,30711.86,7912.208
35,Alabama,Jackson County,52326,25712,26614,1517.454,46727.117999999995,1674.432,523.26,261.63,52.326,40672,39281,1994,20946,910,20261,5288.121,2613.669,4356.115,2289.4930000000004,5693.340999999999,17627.07,1701.924,20.261000000000003,263.393,182.34900000000002,466.00299999999993,25.7,15682.014000000001,3140.455,1418.27,40.522000000000006,9941.94,14337.323999999999,4029.1020000000003
36,Alabama,Jefferson County,659460,312333,347127,24400.02,332367.84,279611.04,1318.92,9891.9,0.0,491022,49321,913,29456,452,300739,116686.73199999999,50824.890999999996,76086.967,21953.946999999996,34885.724,253823.71600000001,28269.466,2706.6510000000003,4210.346,3007.39,8420.692,23.8,246004.50199999998,40599.765,13533.255,601.4780000000001,116064.96000000002,168821.76,50778.42
37,Alabama,Lamar County,14021,6875,7146,210.315,12058.06,1514.2680000000003,42.063,0.0,0.0,10888,36016,2778,21152,2374,5376,1548.2880000000002,779.52,1016.064,720.3840000000001,1311.744,4537.344,741.888,32.256,10.752,5.376,53.76,28.1,4118.016,994.56,204.28799999999998,53.76,3238.8510000000006,5229.833,1107.659
38,Alabama,Lauderdale County,92590,44263,48327,2314.75,78608.91,9073.820000000002,370.36,648.1299999999999,0.0,72887,44888,1370,25803,908,39857,12435.383999999998,7413.402000000001,9725.108,4224.842000000001,6058.264,35074.16,3068.989,79.714,677.569,278.99899999999997,717.426,24.1,30929.031999999996,6217.691999999999,2630.562,39.857,15092.17,20277.21,6110.94
39,Alabama,Lawrence County,33288,16164,17124,699.048,25498.607999999997,3794.8320000000003,1730.976,33.288000000000004,0.0,25915,43779,3181,22419,1154,12476,2944.3360000000002,1921.3039999999999,2295.584,1871.4,3430.9,10804.215999999999,1160.268,12.476,112.28399999999999,62.38,311.9,28.0,10055.655999999999,1771.5919999999999,598.848,49.904,5525.808000000001,6324.72,2396.736
40,Alabama,Lee County,156597,77172,79425,5794.089,105859.57199999999,35860.712999999996,156.597,5950.686,0.0,117422,47564,1712,26170,938,71677,29387.57,11898.382000000001,16270.678999999998,5089.066999999999,9031.302,60710.419,5805.8369999999995,573.416,1361.8629999999998,716.77,2508.695,22.2,55262.96699999999,13116.891000000001,3153.7880000000005,143.354,34451.34,37583.28,8926.029
41,Alabama,Limestone County,91695,45889,45806,5318.31,70788.54,12012.045,641.8649999999999,1100.34,0.0,68544,52831,2263,26685,1095,38944,14058.784000000001,6036.32,8372.96,4400.6720000000005,6114.208,34387.551999999996,2920.8,38.944,194.72,311.552,1090.432,25.7,30103.711999999996,6347.872,2414.5280000000002,77.888,13570.86,18339.0,6510.345
42,Alabama,Lowndes County,10362,4896,5466,72.53399999999999,2517.966,7709.328,10.362,0.0,0.0,7973,29785,4076,18976,2109,3533,812.59,614.742,763.128,406.295,936.245,2981.8520000000003,392.16299999999995,14.132,10.598999999999998,67.127,63.59400000000001,30.3,2801.669,579.4119999999999,120.12199999999999,31.797000000000004,3129.3239999999996,5015.208,1160.5439999999999
43,Alabama,Macon County,19358,8933,10425,309.728,3000.49,15776.77,38.716,38.716,0.0,15760,32308,2946,19564,1121,7348,2160.312,1763.52,1432.86,558.448,1440.208,5826.964,778.888,73.48,455.57599999999996,102.87199999999999,117.56800000000001,22.5,5709.396,1271.2040000000002,352.704,14.696000000000002,5013.722,7607.6939999999995,2806.91
44,Alabama,Madison County,353213,172568,180645,16601.011000000002,229941.66299999997,84771.12,2119.278,8830.325,353.213,265022,61318,1430,34232,709,169756,78597.02799999999,25802.911999999997,36667.296,10864.384000000002,17824.38,148876.01200000002,10694.628,339.51200000000006,1358.0480000000002,2546.34,5771.704000000001,21.3,129523.828,32253.64,7639.02,339.51200000000006,48036.968,70642.6,22958.845
45,Alabama,Marengo County,19743,9235,10508,78.97200000000001,8904.093,10680.963,19.743000000000002,0.0,0.0,15131,32255,3045,22996,3092,6645,1966.92,1169.5200000000002,1362.225,757.53,1388.805,5847.6,378.765,0.0,79.74,152.83499999999998,186.06,25.5,5156.5199999999995,1136.295,299.025,53.16,5054.2080000000005,7206.195,2527.1040000000003
46,Alabama,Marion County,30058,14880,15178,751.45,27623.302000000003,961.8560000000001,120.23200000000001,90.17399999999999,0.0,23525,35719,2063,21835,1411,11899,3046.1440000000002,1951.4359999999997,2820.063,1380.2839999999999,2712.972,10149.847,1201.799,0.0,59.495,190.38400000000001,285.57599999999996,23.2,9233.624,1880.0420000000001,737.738,47.596000000000004,5290.2080000000005,7243.978,1653.19
47,Alabama,Marshall County,94738,46771,47967,12600.154000000002,77495.684,2084.236,473.69,568.428,94.73800000000001,65777,41104,1311,22710,717,38456,10883.048,5999.1359999999995,8498.776000000002,5037.736,8037.303999999999,32610.688,4153.2480000000005,115.368,499.92800000000005,153.824,922.944,23.9,30457.152000000002,5191.56,2768.8320000000003,76.912,19894.98,32305.658000000003,6157.97
48,Alabama,Mobile County,414328,197968,216360,11601.184,238238.6,145843.456,2485.968,7872.232,0.0,309967,45802,1034,24347,428,173195,55941.98499999999,30655.515,44164.725,17146.305,25459.665,149120.895,12816.43,865.975,1905.1450000000002,1385.56,7100.994999999999,24.8,142019.9,22688.545,7966.969999999998,346.39,79965.304,121398.104,31074.6
49,Alabama,Monroe County,21745,10355,11390,282.685,11851.025,8871.96,282.685,108.725,0.0,16664,26036,3726,17264,1295,6154,1766.1979999999999,1138.49,1236.9540000000002,873.8679999999999,1138.49,5606.293999999999,221.544,18.462,73.848,67.694,166.15800000000002,24.7,4670.886,1163.106,320.00800000000004,0.0,7328.065000000001,9459.075,4696.920000000001
50,Alabama,Montgomery County,227120,107470,119650,7722.08,79946.24,129685.52,227.12,5450.88,0.0,167305,46545,1309,26712,610,100874,37121.632,18863.438,24714.13,5648.9439999999995,14525.856000000002,85541.15199999999,9078.66,706.1179999999999,1412.2359999999999,706.1179999999999,3429.716,20.3,74344.138,21990.532000000003,4438.456,100.87400000000001,47240.96,72905.52,17261.12
51,Alabama,Morgan County,119157,58761,60396,9532.56,91035.948,14656.311000000002,595.785,834.0989999999999,0.0,88176,47529,1678,25013,822,50611,15335.133,8198.982,11893.585,5516.599,9616.09,45398.067,3593.381,50.611000000000004,404.88800000000003,404.88800000000003,759.165,24.1,41450.40900000001,6478.2080000000005,2530.55,151.833,19780.062,29312.622000000003,7745.205
52,Alabama,Perry County,9680,4630,5050,67.76,2845.92,6737.28,9.68,19.36,0.0,7492,22973,3833,13449,1725,2478,579.852,542.682,676.4940000000001,126.37799999999999,552.594,2098.866,218.06400000000002,0.0,49.56,106.554,4.956,26.1,1908.06,478.254,94.164,0.0,4055.92,5885.44,1142.24
53,Alabama,Pickens County,20170,9601,10569,826.97,10911.97,8168.85,20.17,20.17,0.0,15585,36220,2410,20089,1105,6903,1560.0780000000002,1201.122,1546.272,876.6809999999999,1718.8469999999998,5701.878,731.7180000000001,62.126999999999995,110.44800000000001,20.709,276.12,29.5,5315.31,1249.443,317.538,20.709,4618.93,7019.16,2460.74
54,Alabama,Pike County,33287,15897,17390,266.29600000000005,18773.868000000002,12615.773000000001,199.722,732.3140000000001,0.0,25869,35684,2430,20808,1650,14352,4520.88,2325.024,3501.888,1277.328,2712.528,12141.792,1133.808,0.0,315.744,114.816,660.192,20.4,10921.872,2612.064,803.712,28.704,8754.481,11450.728000000001,2895.9689999999996
55,Alabama,Randolph County,22530,10998,11532,675.9,16965.09,4370.82,45.06,45.06,45.06,17343,39485,3413,20983,1532,8565,2004.21,1147.71,1807.215,1096.32,2509.545,7323.075,779.415,8.565,34.26,85.65,342.6,26.3,6800.61,1036.365,710.895,8.565,4213.11,6691.41,1306.74
56,Alabama,Russell County,58480,28424,30056,3040.96,27953.44,24795.52,233.92,409.36,116.96,42923,38988,2253,21279,873,22959,6589.232999999999,4637.718,5785.668,2158.146,3765.276,19744.74,1951.515,68.877,321.426,252.549,642.852,24.1,17471.799,4591.8,872.442,22.959,12222.32,17076.16,5672.56
57,Alabama,St. Clair County,86937,43469,43468,1999.5509999999997,74939.694,8085.1410000000005,173.87400000000002,695.4960000000001,0.0,66069,53483,2225,24686,787,38522,11132.858,6047.954000000001,9900.154,4776.728,6625.784000000001,33321.53,3312.8920000000003,38.522000000000006,231.132,500.786,1117.138,29.7,32050.304,4275.942,2118.71,77.04400000000001,11910.368999999999,14779.29,5042.346
58,Alabama,Shelby County,208721,101420,107301,12105.818000000001,163845.985,24420.356999999996,417.44200000000006,3965.6989999999996,0.0,151940,74063,1255,35330,712,104093,46113.19899999999,14260.740999999998,27896.924,7702.8820000000005,8015.161,89728.166,7598.789000000001,104.09300000000002,728.651,832.7440000000001,5100.557,28.0,85564.446,13219.810999999998,5100.557,312.279,17323.843,21080.821,8975.002999999999
59,Alabama,Sumter County,13084,6033,7051,39.251999999999995,3218.664,9250.388,65.42,392.52,0.0,10220,21663,1677,14739,1110,4353,1110.015,1170.9569999999999,983.778,213.297,874.953,3804.522,317.769,13.059,134.943,4.353,78.354,26.1,3195.1020000000003,1027.308,130.59,0.0,4710.24,6201.816,1753.256
60,Alabama,Talladega County,80888,39140,41748,1779.536,51040.328,25965.048000000003,242.664,485.328,0.0,62314,39219,2277,21382,723,30937,8847.982,5042.731000000001,6868.014,3217.448,6960.825,25894.269,3186.5110000000004,154.685,494.992,371.244,804.362,24.8,24440.23,4918.983,1515.9130000000002,92.811,15611.384000000002,23295.744,8088.8
61,Alabama,Tallapoosa County,40756,19616,21140,978.1439999999999,28080.884000000005,11085.632,163.024,163.024,0.0,31773,42181,2590,22430,862,15317,4334.711,2312.8669999999997,3216.57,1792.089,3660.763,13019.45,1547.0169999999998,15.317,137.853,153.17,444.193,25.2,12437.404000000002,2113.746,719.8990000000001,45.95099999999999,8640.271999999999,14631.403999999999,3749.5519999999997
62,Alabama,Tuscaloosa County,204424,98725,105699,7154.84,127560.576,63780.288,204.424,3066.36,0.0,156404,50513,1043,24895,499,90941,32556.877999999997,15914.675,19006.668999999998,7911.866999999999,15641.851999999999,77845.496,7729.985,454.705,1364.115,909.41,2819.1710000000003,22.3,70388.334,16824.085,3637.64,90.941,35365.352,43746.736,13696.408000000001
63,Alabama,Walker County,64927,31709,33218,1558.2479999999998,58044.738000000005,3895.62,64.927,324.635,0.0,49884,38872,1774,21217,778,24280,6385.64,4297.56,5681.52,3472.04,4443.24,20832.24,2549.4,72.84,267.08000000000004,218.52,339.92,29.2,19399.72,3472.04,1383.96,24.28,13959.305,20387.077999999998,6492.7
64,Alabama,Washington County,16746,8342,8404,83.73,10901.645999999999,4119.5160000000005,1255.95,150.714,0.0,12796,42185,3300,23239,4545,5710,1176.2600000000002,896.47,1250.4899999999998,1102.03,1279.04,4750.72,770.85,0.0,11.42,74.23,102.78,35.2,4510.9,890.76,296.92,17.13,3684.12,5743.878,1842.06
65,Alabama,Wilcox County,10919,5096,5823,54.595,2937.211,7872.598999999999,10.919,0.0,0.0,8218,27012,3249,15774,1135,2901,707.8439999999999,609.21,551.19,205.97099999999998,829.686,2576.0879999999997,217.575,0.0,29.01,5.8020000000000005,69.624,25.0,2216.364,548.289,136.347,0.0,3483.1609999999996,4575.061,1878.068
66,Alabama,Winston County,23968,11850,12118,719.04,22553.888,119.84,71.904,71.904,0.0,18713,35362,2755,20580,1442,8902,2074.166,1344.2019999999998,1967.342,1086.0439999999999,2421.344,7353.052,1112.75,0.0,62.31399999999999,160.236,204.74599999999998,27.8,6747.715999999999,1290.79,854.592,8.902000000000001,4482.016,6998.656,2252.992
67,Alaska,Aleutians East Borough,3338,2049,1289,323.786,517.39,160.224,1248.412,871.2180000000001,46.732,2057,66607,2827,31254,2187,2405,392.015,327.08,230.88,365.56,1089.465,634.92,139.49,2.405,1423.76,79.365,127.465,5.1,1705.145,505.05,194.805,2.405,557.446,667.6,80.112
68,Alaska,Aleutians West Census Area,5784,3539,2245,780.84,1434.432,289.2,665.16,2180.568,150.384,3565,85192,5274,35998,1581,3961,689.2139999999999,590.189,673.37,570.384,1433.882,1798.2939999999999,356.49,7.922000000000001,1647.776,122.791,27.726999999999997,7.8,3156.917,669.409,134.674,0.0,433.8,572.616,109.896
69,Alaska,Anchorage Municipality,298225,152311,145914,26542.025,176549.2,15507.7,20279.3,27436.7,6859.175,213885,82271,1398,38977,714,152751,61100.4,26578.674,37118.493,13442.088,14511.345,115785.25799999999,17871.867,2596.767,5193.534,5346.285,5804.538,18.9,111813.73200000002,32230.461,8401.305,152.751,24156.225,34295.875,17297.05
70,Alaska,Bethel Census Area,17957,9435,8522,395.05400000000003,1831.614,125.699,14724.74,161.613,0.0,11357,53853,2386,18654,810,6075,2199.15,1196.775,1451.925,583.2,643.95,1512.675,826.2,36.45,1871.1,1579.5,249.07499999999996,7.4,3152.925,2818.8,103.275,0.0,4848.39,5961.724,3465.7010000000005
71,Alaska,Bristol Bay Borough,917,532,385,41.265,461.251,3.668,315.448,12.838,2.7509999999999994,694,79500,10833,42002,4224,508,154.94,93.98,107.18800000000002,78.232,74.168,299.212,81.28,1.016,89.40800000000002,20.827999999999996,15.748,9.4,275.844,175.768,55.88,0.0,65.107,106.37199999999999,62.355999999999995
72,Alaska,Denali Borough,2303,1168,1135,16.121,1904.5810000000001,4.606,50.666000000000004,108.241,0.0,1807,83295,6362,33084,7124,1529,353.199,538.2080000000001,319.561,154.429,165.132,535.15,134.55200000000002,7.645,709.4559999999999,16.819000000000003,125.37799999999999,16.1,1145.221,278.278,93.26899999999999,12.232000000000001,356.965,110.544,43.757
73,Alaska,Dillingham Census Area,4974,2585,2389,154.194,805.788,19.896,3581.28,74.61,0.0,3393,58708,5073,24647,1678,1989,851.2919999999999,276.471,449.514,216.80100000000002,194.922,741.8969999999999,363.987,17.901,467.415,278.46,121.329,8.6,1103.895,805.545,79.56,0.0,825.6840000000001,1203.708,567.036
74,Alaska,Fairbanks North Star Borough,100031,53967,46064,7702.387000000001,71122.041,4001.24,6301.9529999999995,3000.93,400.124,73708,76250,2761,35328,1156,46725,17568.6,7289.1,10840.2,6494.775,4485.6,34950.3,7008.75,420.525,1915.7249999999997,1214.85,1261.575,18.9,30558.150000000005,14017.5,2055.9,93.45,7702.387000000001,10003.1,8002.48
75,Alaska,Haines Borough,2537,1323,1214,71.036,2004.23,0.0,190.275,98.943,5.074000000000001,1950,70640,21959,35907,4728,1437,525.942,258.66,311.82899999999995,160.944,179.625,814.7790000000001,148.011,8.622,130.767,142.263,192.558,7.1,944.109,303.207,178.188,11.496000000000002,213.108,520.085,68.49900000000001
76,Alaska,Hoonah-Angoon Census Area,2146,1123,1023,118.03,935.6560000000001,57.94200000000001,800.4579999999999,57.94200000000001,2.1460000000000004,1713,57900,6783,33704,4306,1039,337.675,228.58,173.513,196.37099999999998,101.822,395.85900000000004,94.54899999999999,30.131,334.55800000000005,76.88600000000001,107.01700000000001,9.7,626.5169999999999,275.335,138.187,0.0,238.206,527.916,251.08199999999997
